X,Y,lagoslakeid,gnis_name,min,max,LakeArea,label
-85.18206,45.32578,1358,Susan Lake,7.1,18.525,3.92927080329769,<b>Susan Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 7.1-18.52 mg/L
-93.336072,44.991904,1359,Twin Lake,97,110,2.16197452143498,<b>Twin Lake</b><br>Lake Area = 2.2 ha<br>Observed Chloride = 97-110 mg/L
-93.113149,44.99824,1361,McCarrons Lake,57.6666666666667,137,3.38524938504248,<b>McCarrons Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 57.67-137 mg/L
-95.707977,46.848518,1364,Perch Lake,1.5,1.5,2.87649656383988,<b>Perch Lake</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 1.5-1.5 mg/L
-95.935511,44.275982,1371,Rock Lake,15,23.5,5.01239127412717,<b>Rock Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 15-23.5 mg/L
-89.93703,45.89444,1377,Buckskin Lake,5.2,5.2,5.5601299404007,<b>Buckskin Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 5.2-5.2 mg/L
-94.295944,45.087229,1378,Spring Lake,19.9,37.6,4.38355348419567,<b>Spring Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 19.9-37.6 mg/L
-95.412893,47.192381,1385,Long Lost Lake,0.75,0.84,5.02371198164434,<b>Long Lost Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 0.75-0.84 mg/L
-89.17514,46.30434,1389,Bass Lake,7,7,4.3855363434343,<b>Bass Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 7-7 mg/L
-91.099108,47.903685,1390,Lake Polly,0.475,0.475,5.28041938040079,<b>Lake Polly</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 0.48-0.48 mg/L
-93.067545,44.816196,1392,,35.65,52,2.04288405500853,<b>NA</b><br>Lake Area = 2 ha<br>Observed Chloride = 35.65-52 mg/L
-88.44201,46.19944,1395,Gibson Lake,5,5,3.60890182765591,<b>Gibson Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 5-5 mg/L
-92.078818,47.849431,1397,Armstrong Lake,7,7,5.01835891334277,<b>Armstrong Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 7-7 mg/L
-85.88014,41.93871,1400,Belas Lake,4,4,3.04108128564997,<b>Belas Lake</b><br>Lake Area = 3 ha<br>Observed Chloride = 4-4 mg/L
-94.468747,43.622545,1401,Hall Lake,14.6,27.1,5.414221748862,<b>Hall Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 14.6-27.1 mg/L
-92.535765,48.415691,1402,O'Leary Lake,0.29,0.29,4.38512195111044,<b>O'Leary Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 0.29-0.29 mg/L
-94.47764,45.525,1403,Long Lake,2.9,4.5,4.10898322558298,<b>Long Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 2.9-4.5 mg/L
-92.82352,45.04819,1404,Lily Lake,78,95.15,2.67642123755462,<b>Lily Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 78-95.15 mg/L
-88.83358,45.5476,1405,Devils Lake,0.2798,0.2798,2.43760275557198,<b>Devils Lake</b><br>Lake Area = 2.4 ha<br>Observed Chloride = 0.28-0.28 mg/L
-95.840367,46.419387,1411,Round Lake,7,8.31,3.53422390702932,<b>Round Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 7-8.31 mg/L
-93.224131,45.541605,1413,Florence Lake,15,24.2,3.96409714192913,<b>Florence Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 15-24.2 mg/L
-94.65026,45.60222,1417,Sand Lake,21.2,23.5,4.44354462202635,<b>Sand Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 21.2-23.5 mg/L
-93.566261,43.743935,1422,Freeborn Lake,12.5,18.9,6.69764566959888,<b>Freeborn Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 12.5-18.9 mg/L
-90.79657,43.69217,1426,Jersey Valley Lake 8,6.1,6.1,3.04413140890066,<b>Jersey Valley Lake 8</b><br>Lake Area = 3 ha<br>Observed Chloride = 6.1-6.1 mg/L
-93.563793,47.721877,1428,Coon Lake,1.71,2.01,5.02218303026611,<b>Coon Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 1.71-2.01 mg/L
-68.37779,44.35294,1430,Round Pond,0.2810192,10.20808,2.68780395542194,<b>Round Pond</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 0.28-10.21 mg/L
-93.661516,44.341353,1431,Gorman Lake,17.7,20.7,5.31991065925337,<b>Gorman Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 17.7-20.7 mg/L
-94.471251,45.011502,1432,,11.8,15.9,4.5282601632625,<b>NA</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 11.8-15.9 mg/L
-96.05498,46.430576,1435,Long Lake,4.7,5.4,5.70016289654643,<b>Long Lake</b><br>Lake Area = 5.7 ha<br>Observed Chloride = 4.7-5.4 mg/L
-92.20011,45.53146,1436,North Pipe Lake,1.2,1.2,3.26151376955243,<b>North Pipe Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 1.2-1.2 mg/L
-95.098716,43.878458,1440,Cottonwood Lake,15,23,4.13261949028086,<b>Cottonwood Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 15-23 mg/L
-94.99941,46.888711,1441,Long Lake,2.68,9.8,6.66765360405251,<b>Long Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 2.68-9.8 mg/L
-95.532456,45.671185,1448,Malmedal Lake,31,33,4.3774874318128,<b>Malmedal Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 31-33 mg/L
-95.307395,46.061232,1451,Lake Irene,8.3,8.8,5.55986148132316,<b>Lake Irene</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 8.3-8.8 mg/L
-94.012056,46.472237,1453,Blackhoof Lake,11.6,11.6,4.3680438724114,<b>Blackhoof Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 11.6-11.6 mg/L
-93.94369,47.358747,1455,Ball Club Lake,1.8,3.07,7.350316929122,<b>Ball Club Lake</b><br>Lake Area = 7.4 ha<br>Observed Chloride = 1.8-3.07 mg/L
-93.077045,46.186162,1460,Pine Lake,1.72,3.3,5.02475328987256,<b>Pine Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 1.72-3.3 mg/L
-92.52774,45.2596,1463,Paulsen Lake,2.5,2.5,2.46908209944103,<b>Paulsen Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 2.5-2.5 mg/L
-94.53786,45.38588,1465,Browns Lake,13.9,37.8,4.82757666573178,<b>Browns Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 13.9-37.8 mg/L
-93.440055,45.573487,1470,Green Lake,5.2,7.7,5.80758374712594,<b>Green Lake</b><br>Lake Area = 5.8 ha<br>Observed Chloride = 5.2-7.7 mg/L
-93.706546,46.442718,1471,Spirit Lake,4.2,5.59,5.3480916177735,<b>Spirit Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 4.2-5.59 mg/L
-93.392075,44.33937,1472,French Lake,9,11.47,5.86783839888885,<b>French Lake</b><br>Lake Area = 5.9 ha<br>Observed Chloride = 9-11.47 mg/L
-72.71909,42.88173,1475,Hidden Lake,10.8,10.8,2.06931797082148,<b>Hidden Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 10.8-10.8 mg/L
-94.03623,44.962108,1478,Winsted Lake,11.7,26,5.00549538402772,<b>Winsted Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 11.7-26 mg/L
-81.12907,40.97584,1479,,25.7,32.6,4.80654245347285,<b>NA</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 25.7-32.6 mg/L
-73.28403,43.70376,1480,Mill Pond,8.27,15.944,2.87062472905436,<b>Mill Pond</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 8.27-15.94 mg/L
-93.963531,46.378508,1489,Nokay Lake,2.01,2.55,5.64349268269466,<b>Nokay Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 2.01-2.55 mg/L
-91.186478,47.378859,1506,,3.78,3.78,1.98360950415646,<b>NA</b><br>Lake Area = 2 ha<br>Observed Chloride = 3.78-3.78 mg/L
-92.26048,46.941798,1515,Fish Lake Reservoir,4,9.08,7.15612163674813,<b>Fish Lake Reservoir</b><br>Lake Area = 7.2 ha<br>Observed Chloride = 4-9.08 mg/L
-92.923881,48.52528,1520,Loiten Lake,0.28,0.3,3.65289395036255,<b>Loiten Lake</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 0.28-0.3 mg/L
-85.87906,42.23166,1521,Ackley Lake,24,24,3.24010527690292,<b>Ackley Lake</b><br>Lake Area = 3.2 ha<br>Observed Chloride = 24-24 mg/L
-93.190529,46.825623,1522,Loon Lake,0.336,0.336,2.58112958563104,<b>Loon Lake</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 0.34-0.34 mg/L
-93.652268,47.316009,1528,Bass Lake,2.05,2.95,6.98223209810345,<b>Bass Lake</b><br>Lake Area = 7 ha<br>Observed Chloride = 2.05-2.95 mg/L
-91.72479,46.45777,1530,Coffee Lake,1.8,1.8,1.48869953906604,<b>Coffee Lake</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 1.8-1.8 mg/L
-89.08147,45.81914,1533,Spring Lake,1,7,3.57889074487187,<b>Spring Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 1-7 mg/L
-94.16724,45.11009,1534,,16,27,5.39888551714666,<b>NA</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 16-27 mg/L
-92.677867,46.482878,1540,Little Hanging Horn Lake,3.1,6.3,3.80913064758358,<b>Little Hanging Horn Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 3.1-6.3 mg/L
-68.39711,44.30124,1545,Seal Cove Pond,0.3183233,12.07427,4.63625985469035,<b>Seal Cove Pond</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 0.32-12.07 mg/L
-93.681012,44.865316,1547,Lake Auburn,16,38.4,4.01030933356079,<b>Lake Auburn</b><br>Lake Area = 4 ha<br>Observed Chloride = 16-38.4 mg/L
-93.428995,44.878522,1548,Bryant Lake,88.8,140,4.24915688482978,<b>Bryant Lake</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 88.8-140 mg/L
-72.7508,44.4011,1554,,3.8,8.96,5.86296106476034,<b>NA</b><br>Lake Area = 5.9 ha<br>Observed Chloride = 3.8-8.96 mg/L
-93.109368,45.169483,1556,Marshan Lake,53,53,4.35254145576207,<b>Marshan Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 53-53 mg/L
-94.193341,46.690117,1564,Lower Whitefish Lake,1.75,3.1,7.45917686884588,<b>Lower Whitefish Lake</b><br>Lake Area = 7.5 ha<br>Observed Chloride = 1.75-3.1 mg/L
-93.380452,47.83644,1568,Deer Lake,1.1,1.8,6.60769028254287,<b>Deer Lake</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 1.1-1.8 mg/L
-95.350883,45.928508,1572,Lake Le Homme Dieu,53,59,6.5879667608942,<b>Lake Le Homme Dieu</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 53-59 mg/L
-82.82263,40.70543,1574,,34.6,34.6,3.08661722190316,<b>NA</b><br>Lake Area = 3.1 ha<br>Observed Chloride = 34.6-34.6 mg/L
-92.653215,46.618427,1581,Park Lake,3.3,3.38,5.02218255841308,<b>Park Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 3.3-3.38 mg/L
-94.79221,45.77877,1582,Little Birch Lake,7.33333333333333,11,5.81282968609202,<b>Little Birch Lake</b><br>Lake Area = 5.8 ha<br>Observed Chloride = 7.33-11 mg/L
-88.90942,46.66555,1583,Bob Lake,1,1,3.96276573828451,<b>Bob Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 1-1 mg/L
-93.89298,46.200491,1584,Erskine Lake,2.67,2.67,4.28397530022311,<b>Erskine Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 2.67-2.67 mg/L
-82.04009,39.53935,1590,Burr Oak Reservoir,4.675,5.875,5.54407488375781,<b>Burr Oak Reservoir</b><br>Lake Area = 5.5 ha<br>Observed Chloride = 4.67-5.88 mg/L
-93.153514,45.035638,1591,Lake Josephine,32,129,3.80780254166413,<b>Lake Josephine</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 32-129 mg/L
-94.53717,45.44312,1593,Becker Lake,6.9,36.6,4.62323895808453,<b>Becker Lake</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 6.9-36.6 mg/L
-93.244681,47.790919,1597,Thistledew Lake,0.57,1.07,4.87748928777232,<b>Thistledew Lake</b><br>Lake Area = 4.9 ha<br>Observed Chloride = 0.57-1.07 mg/L
-92.710285,44.649447,1601,Clear Lake,11,16,4.39115731287189,<b>Clear Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 11-16 mg/L
-91.298155,47.34584,1604,Lax Lake,1.33,1.59,4.76742599547283,<b>Lax Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 1.33-1.59 mg/L
-94.44801,45.43732,1610,Knaus Lake,10,37.7,4.1014946062925,<b>Knaus Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 10-37.7 mg/L
-93.605617,46.504054,1616,Sisabagamah Lake,2.44,2.91,5.0647686740201,<b>Sisabagamah Lake</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 2.44-2.91 mg/L
-93.070178,45.163316,1617,Centerville Lake,21.5,213,5.22623564930644,<b>Centerville Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 21.5-213 mg/L
-94.70229,43.91632,1622,Kansas Lake,19.3,26,5.06097980519792,<b>Kansas Lake</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 19.3-26 mg/L
-92.124451,46.9644,1623,Cameron Lake,3.16,3.16,3.37211709176198,<b>Cameron Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 3.16-3.16 mg/L
-93.39408,47.871619,1624,Elbow Lake,0.195,0.195,2.59872664369864,<b>Elbow Lake</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 0.2-0.2 mg/L
-90.236224,47.979388,1631,Spark Lake,0.84,0.84,2.2226828487134,<b>Spark Lake</b><br>Lake Area = 2.2 ha<br>Observed Chloride = 0.84-0.84 mg/L
-93.056619,45.024559,1636,Kohlman Lake,17,800,3.50401118840796,<b>Kohlman Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 17-800 mg/L
-84.07091,39.22054,1637,Stonelick Lake,7,26,4.1478775882039,<b>Stonelick Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 7-26 mg/L
-88.49894,42.95492,1641,Pretty Lake,12.5,15.1,3.26774750952427,<b>Pretty Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 12.5-15.1 mg/L
-82.21168,41.13213,1642,Findley Lake,9.05,21.6571428571429,3.49968221389036,<b>Findley Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 9.05-21.66 mg/L
-93.86342,45.2182,1644,Constance Lake,32.6,32.6,4.17851780440352,<b>Constance Lake</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 32.6-32.6 mg/L
-92.213777,46.96983,1645,Clearwater Lake,1.58,3.04,1.77621606530851,<b>Clearwater Lake</b><br>Lake Area = 1.8 ha<br>Observed Chloride = 1.58-3.04 mg/L
-94.287473,47.602273,1646,Dixon Lake,0.61,1.3,5.40465950086059,<b>Dixon Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 0.61-1.3 mg/L
-93.036497,45.841755,1661,Pokegama Lake,1.85,1.85,6.72260752469171,<b>Pokegama Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 1.85-1.85 mg/L
-93.17486,45.89773,1664,Mud Lake,1.9,4.8,4.48391929269566,<b>Mud Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 1.9-4.8 mg/L
-89.63665,43.79802,1666,Goose Lake,2,2,3.30173609793532,<b>Goose Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 2-2 mg/L
-93.529079,44.230802,1668,,14.1,25,6.21785502006238,<b>NA</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 14.1-25 mg/L
-93.690649,47.397063,1670,Moose Lake,2,2.1,6.2415952877737,<b>Moose Lake</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 2-2.1 mg/L
-92.300737,46.866964,1671,Pike Lake,20,49.1,5.27292721440851,<b>Pike Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 20-49.1 mg/L
-68.24291,44.40001,1672,Witch Hole Pond,0.2394258,7.55085,2.26556274566293,<b>Witch Hole Pond</b><br>Lake Area = 2.3 ha<br>Observed Chloride = 0.24-7.55 mg/L
-92.76938,47.420663,1682,McQuade Lake,7.16,10.6,4.2438702478044,<b>McQuade Lake</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 7.16-10.6 mg/L
-93.537173,47.311829,1688,Prairie Lake,2.2,3.15,6.09840381101171,<b>Prairie Lake</b><br>Lake Area = 6.1 ha<br>Observed Chloride = 2.2-3.15 mg/L
-94.109999,46.487228,1693,Fawn Lake,1.25,1.88,3.84233806137135,<b>Fawn Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 1.25-1.88 mg/L
-95.766844,44.154589,1694,Lake Sarah,10.885,17,6.1547063472593,<b>Lake Sarah</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 10.88-17 mg/L
-93.311823,44.94198,1696,Lake Calhoun,1,165,5.13533860193053,<b>Lake Calhoun</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 1-165 mg/L
-92.974428,44.515675,1699,,16.7,46.6666666666667,6.22475588166154,<b>NA</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 16.7-46.67 mg/L
-90.61341,44.21171,1702,Pegeon Creek Flowage 3,2,2,2.75528359858339,<b>Pegeon Creek Flowage 3</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 2-2 mg/L
-94.02345,44.9961,1703,Lake Mary,17,17,4.30054905431272,<b>Lake Mary</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 17-17 mg/L
-91.971994,48.022716,1717,Rice Lake,1.14,1.14,3.90709952777897,<b>Rice Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 1.14-1.14 mg/L
-92.623354,47.012652,1727,Maple Leaf Lake,2.1,2.6,3.68050076497716,<b>Maple Leaf Lake</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 2.1-2.6 mg/L
-82.9094,39.34176,1728,Ross Lake,12.7,14.8,3.88389983018085,<b>Ross Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 12.7-14.8 mg/L
-96.019391,45.12893,1736,,13.7,21.5,6.74288934990488,<b>NA</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 13.7-21.5 mg/L
-90.705829,47.795403,1739,Williams Lake,0.19,0.19,2.62793237977438,<b>Williams Lake</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 0.19-0.19 mg/L
-95.53152,44.68636,1740,Wood Lake,20,38,5.22978099799062,<b>Wood Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 20-38 mg/L
-89.71254,46.25927,1743,Stateline Lake,1.11,1.11,4.4212973465772,<b>Stateline Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 1.11-1.11 mg/L
-95.524766,46.486914,1746,Rush Lake,5.2,6.3,7.64369207542518,<b>Rush Lake</b><br>Lake Area = 7.6 ha<br>Observed Chloride = 5.2-6.3 mg/L
-91.647353,47.297652,1747,Kane Lake,0.311,0.42,3.79357085911715,<b>Kane Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 0.31-0.42 mg/L
-93.122317,45.154147,1750,Rice Lake,54,54,4.97198016134555,<b>Rice Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 54-54 mg/L
-84.41289,42.9364,1752,Lake Ovid,16,16,5.00731980392794,<b>Lake Ovid</b><br>Lake Area = 5 ha<br>Observed Chloride = 16-16 mg/L
-94.462471,44.974376,1755,Cedar Lake,13,18.2,6.59077450464245,<b>Cedar Lake</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 13-18.2 mg/L
-94.23848,45.30819,1762,Lake Marie,19.75,25.6,4.84133262264957,<b>Lake Marie</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 19.75-25.6 mg/L
-93.242247,44.908646,1764,Lake Nokomis,40,142.5,4.39993269034985,<b>Lake Nokomis</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 40-142.5 mg/L
-91.876082,47.810873,1771,One Pine Lake,3.3,6.01,4.96084600847117,<b>One Pine Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 3.3-6.01 mg/L
-88.31618,43.16646,1777,Lake Keesus,15.9,45.6,4.55634174608615,<b>Lake Keesus</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 15.9-45.6 mg/L
-94.734147,44.306778,1786,Sleepy Eye Lake,29,42,4.43048598829821,<b>Sleepy Eye Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 29-42 mg/L
-86.17015,44.66123,1792,Crystal Lake,18,24.05,8.29306340393097,<b>Crystal Lake</b><br>Lake Area = 8.3 ha<br>Observed Chloride = 18-24.05 mg/L
-91.268758,47.345065,1794,Tetagouche Lake,0.17,0.4,3.30559715973301,<b>Tetagouche Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 0.17-0.4 mg/L
-93.553845,47.461269,1799,Trout Lake,0.5,0.814,6.56005050294979,<b>Trout Lake</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 0.5-0.81 mg/L
-95.034867,45.202475,1814,Long Lake,14.5,32.75,6.42365031350815,<b>Long Lake</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 14.5-32.75 mg/L
-93.115707,45.045096,1816,Lake Wabasso,23,109,2.85802828144581,<b>Lake Wabasso</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 23-109 mg/L
-94.384448,44.783672,1819,Lake Marion,19,38.2,5.16648997100979,<b>Lake Marion</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 19-38.2 mg/L
-94.426586,44.981298,1822,Belle Lake,12.75,15.4,5.88492859895553,<b>Belle Lake</b><br>Lake Area = 5.9 ha<br>Observed Chloride = 12.75-15.4 mg/L
-94.241133,46.438991,1826,North Long Lake,2.2,5.53,7.81676225297914,<b>North Long Lake</b><br>Lake Area = 7.8 ha<br>Observed Chloride = 2.2-5.53 mg/L
-94.966698,45.259964,1834,Nest Lake,8.9,17,5.92550088694203,<b>Nest Lake</b><br>Lake Area = 5.9 ha<br>Observed Chloride = 8.9-17 mg/L
-93.693883,44.867871,1842,,16,37.2,4.02188889270015,<b>NA</b><br>Lake Area = 4 ha<br>Observed Chloride = 16-37.2 mg/L
-94.203699,44.896277,1845,Silver Lake,41.6,63,5.18893778135043,<b>Silver Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 41.6-63 mg/L
-93.152589,45.574689,1848,Skogman Lake,9.7,13,4.50236491169641,<b>Skogman Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 9.7-13 mg/L
-93.647997,47.225072,1852,Long Lake,1.9,5.85,3.92572822557551,<b>Long Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 1.9-5.85 mg/L
-94.282111,46.45783,1853,Round Lake,4.8,9.29,6.50485906204579,<b>Round Lake</b><br>Lake Area = 6.5 ha<br>Observed Chloride = 4.8-9.29 mg/L
-91.996308,48.071203,1858,Big Lake,0.682,0.787,6.63159501655054,<b>Big Lake</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 0.68-0.79 mg/L
-91.919209,47.983494,1861,Everett Lake,6.19,6.19,3.79099206054528,<b>Everett Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 6.19-6.19 mg/L
-90.826344,47.747508,1863,Pancore Lake,0.194,0.273,2.47851448167574,<b>Pancore Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 0.19-0.27 mg/L
-93.84695,45.28858,1876,Long Lake,11,11,3.55376795663814,<b>Long Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 11-11 mg/L
-92.877333,46.666673,1879,Island Lake,5.2,5.8,4.73270068747748,<b>Island Lake</b><br>Lake Area = 4.7 ha<br>Observed Chloride = 5.2-5.8 mg/L
-95.669704,47.613347,1882,Turtle Lake,6.8,7.48,5.36104244861721,<b>Turtle Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 6.8-7.48 mg/L
-88.63251,44.32956,1889,Black Otter Lake,31.2,31.2,3.45467305958411,<b>Black Otter Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 31.2-31.2 mg/L
-93.496881,46.629989,1895,Fleming Lake,1.8,4.8,4.81643894946109,<b>Fleming Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 1.8-4.8 mg/L
-94.47113,45.59397,1897,Upper Spunk Lake,10.9,11.6,5.06652527418451,<b>Upper Spunk Lake</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 10.9-11.6 mg/L
-93.2677,47.669362,1902,Bear Lake,1.59,1.59,4.93881546051468,<b>Bear Lake</b><br>Lake Area = 4.9 ha<br>Observed Chloride = 1.59-1.59 mg/L
-95.099784,45.332564,1903,Games Lake,11,15.4,5.35393867570319,<b>Games Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 11-15.4 mg/L
-90.435861,48.058128,1908,Hungry Jack Lake,1.1,1.4,5.24294968151342,<b>Hungry Jack Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 1.1-1.4 mg/L
-95.606639,46.891799,1909,Height of Land Lake,0.63,1.7,7.33714645034703,<b>Height of Land Lake</b><br>Lake Area = 7.3 ha<br>Observed Chloride = 0.63-1.7 mg/L
-93.084668,45.384961,1914,Martin Lake,5.6,5.6,4.52403610001953,<b>Martin Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 5.6-5.6 mg/L
-93.165807,45.306358,1927,Coon Lake,4.8,14,6.39895832773451,<b>Coon Lake</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 4.8-14 mg/L
-88.49206,45.33692,1928,John Lake,2.5,2.5,3.68765946022393,<b>John Lake</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 2.5-2.5 mg/L
-91.346,45.16971,1929,Big Buck Lake,1.2,1.2,1.95655034090955,<b>Big Buck Lake</b><br>Lake Area = 2 ha<br>Observed Chloride = 1.2-1.2 mg/L
-94.427662,46.852397,1930,Big Portage Lake,1.18,1.87,5.65166993916825,<b>Big Portage Lake</b><br>Lake Area = 5.7 ha<br>Observed Chloride = 1.18-1.87 mg/L
-93.874801,44.815343,1932,Hydes Lake,26,30,4.45192906503672,<b>Hydes Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 26-30 mg/L
-92.98629,45.07694,1934,White Bear Lake,18.5,56,6.88218687549885,<b>White Bear Lake</b><br>Lake Area = 6.9 ha<br>Observed Chloride = 18.5-56 mg/L
-93.342972,45.210486,1938,Crooked Lake,73.6,94.8,3.88631726682389,<b>Crooked Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 73.6-94.8 mg/L
-93.960222,47.7077,1939,Bass Lake,0.415,0.415,4.40266282928471,<b>Bass Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 0.42-0.42 mg/L
-94.98615,45.78972,1941,Fairy Lake,7.6,11.5,4.78737173558147,<b>Fairy Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 7.6-11.5 mg/L
