SITEID_07,SITEID_12,UID,VISIT_NO,SAMPLE_CATEGORY,SITE_TYPE,LON_DD,LAT_DD,DATE_COL,LAKE_NAME,STATE,WGT_NLA,WSA_ECO9,OMER_L3_ECO,OMER_L3_ECO_NAME,LAKE_ORIGIN,AREA_HA,PERIM_KM,ELEVATION,DEPTHMAX,DATEWQ,SAMPLE_DEPTH_M,PH,COND_US,ANC_UEQL,TURB_NTU,TOC_MGL,DOC_MGL,AMMONIA_N_MGL,NITRATE_NITRITE_N_MGL,TN_MGL,TP_UGL,CHLORIDE_MGL,NITRATE_N_MGL,SULFATE_MGL,CALCIUM_MGL,MAGNESIUM_MGL,SODIUM_MGL,POTASSIUM_MGL,COLOR_PCU,SILICA_MGL,CHLA_UGL,TSS_MGL,NITRITE_N_MGL,ALUMINUM_MGL,wq_source,chla_source,DATEPROFILE,DEPTH_M.mean,DEPTH_M.min,DEPTH_M.max,DEPTH_M.obs,TEMP_C.mean,TEMP_C.min,TEMP_C.max,TEMP_C.obs,DO_MGL.mean,DO_MGL.min,DO_MGL.max,DO_MGL.obs,PH.mean,PH.min,PH.max,PH.obs,COND_US.mean,COND_US.min,COND_US.max,COND_US.obs,profile_source,DATE_SECCHI,SECCHI_M,SECCHI_RE_M,CLEAR_TO_BOTTOM,secchi_source,DATEPHYTO,PHYTO_BIOVOL_UM3L.sum,PHYTO_BIOVOL_UM3L.obs,PHYTO_ABUND_CL.sum,PHYTO_ABUND_CL.obs,PHYTO_ABUND_OL.sum,PHYTO_ABUND_OL.obs,phyto_source,DATEZOOP,ZOO_FINE_50um_ABUND_L.sum,ZOO_FINE_50um_ABUND_L.obs,ZOO_FINE_50um_BIOMASS_UGL.sum,ZOO_FINE_50um_BIOMASS_UGL.obs,ZOO_FINE_80um_ABUND_L.sum,ZOO_FINE_80um_ABUND_L.obs,ZOO_FINE_80um_BIOMASS_UGL.sum,ZOO_FINE_80um_BIOMASS_UGL.obs,ZOO_COARSE_150um_ABUND_L.sum,ZOO_COARSE_150um_ABUND_L.obs,ZOO_COARSE_150um_BIOMASS_UGL.sum,ZOO_COARSE_150um_BIOMASS_UGL.obs,ZOO_COARSE_243um_ABUND_L.sum,ZOO_COARSE_243um_ABUND_L.obs,ZOO_COARSE_243um_BIOMASS_UGL.sum,ZOO_COARSE_243um_BIOMASS_UGL.obs,zoo_source,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,DISTANCE_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,Residence_Time
NLA06608-3911,NA,NA,1,P,PROB_Lake,-92.4431037,30.53713917,9/17/07,,Louisiana,89.56727569,CPL,34,Western Gulf Coastal Plain,MAN-MADE,36.97051149,3.436487358,12.19,3.3,9/17/07,1.4,7.53,150.8,862.84,5.78,6.15,5.88,0.041,0.014,0.643,43,18.154,0.028,0.591,7.889,3.246,14.44,2.35,10,9.517,29.12,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/17/07,1.5,0,3,7,27.84285714,27.5,27.9,7,4.971428571,0.9,5.8,7,7.042857143,6.7,7.1,7,NA,NA,NA,0,NLA2007_Profile_20091008.csv,9/17/07,0.73,NA,,NLA2007_Secchi_20091008.csv,9/17/07,748251.2124,19,2779683.724,31,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/17/07,NA,NA,NA,NA,3508.665435,13,NA,NA,NA,NA,NA,NA,16.14416611,2,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,28.8,0,28.8,0,1.4,0.5,0,1.9,1.4,0,0,0,0,0,0,0.6,45.6,46.2,21.3,0.4,21.7,0.001798644,35.6,0,35.6,0,1.7,0,0,1.7,4.3,0,0,0,0,0,0,1.1,13.8,14.9,41.5,1.9,43.4,0.478350009
NLA06608-3911,NLA12_LA-103,6661,1,NA,PROB,-92.44030014,30.53687948,6/19/12,Unnamed,Louisiana,900.806465,CPL,34,NA,MAN_MADE,36.97062076,3.436463979,12.19,NA,6/19/12,NA,7.66,143.6,534.7,106.4,NA,5.17,0.021,0.124,0.708,215,20.728,0.122,4.384,4.928,2.042,18.1,2.963,20,16.657,7.82,NA,0.002,0.143,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,6/19/12,1.14,0,2.7,5,29.38,28,30.4,5,7.6,6.1,8.9,5,6.96,6.8,7.1,5,145,144,146,5,nla2012_wide_profile_08232016.csv,6/19/12,0.25,0.2,,nla2012_secchi_08232016.csv,6/19/12,55395005.2,31,NA,NA,97.1266,19,nla2012_phytoplankton_wide_count_02122014.csv,6/19/12,95994,13,46594,13,57753,10,26580,10,35145,8,51857,8,19081,7,39922,7,nla2012_zoopcnt_04032014.csv,28.8,0,28.8,0,1.4,0.5,0,1.9,1.4,0,0,0,0,0,0,0.6,45.6,46.2,21.3,0.4,21.7,0.001798644,35.6,0,35.6,0,1.7,0,0,1.7,4.3,0,0,0,0,0,0,1.1,13.8,14.9,41.5,1.9,43.4,0.478350009
NLA06608-4056,NLA12_OK-106,7028,1,NA,PROB,-98.59889361,36.11465874,7/9/12,Canton Lake,Oklahoma,2.684319352,SPL,27,NA,MAN_MADE,3254.786291,57.0480711,492.49,NA,7/9/12,NA,7.98,1680,2830,27.4,NA,2.77,0.1,0.05,0.97,71,224,0.05,367,94.7,50.1,181,8.62,42,21.1,26.8,38,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/9/12,1.2,0,3,5,27.68,27.6,27.8,5,8.32,8.2,8.4,5,8,8,8,5,1796.6,1795,1797,5,nla2012_wide_profile_08232016.csv,7/9/12,0.425,0.4,,nla2012_secchi_08232016.csv,7/9/12,12714271610,15,NA,NA,498270.7861,7,nla2012_phytoplankton_wide_count_02122014.csv,7/9/12,122786,14,97227,14,111824,14,71099,14,53073,8,63815,8,48749,6,55930,6,nla2012_zoopcnt_04032014.csv,0.2,0,0.2,2.6,0.3,0.1,0,3,0.1,0.1,0.6,0.1,0.8,6.2,59.5,0,30,30,0.1,0.1,0.2,0.001798644,73.6,0,73.6,2.1,0.4,0.4,0.3,3.2,0.1,7.8,3.7,0.4,11.9,0.1,10.4,0,0.9,0.9,0,0,0,1.096111974
NLA06608-4056,NA,NA,1,P,PROB_Lake,-98.62856545,36.14305845,7/5/07,Canton Lake,Oklahoma,3.800212608,SPL,27,Central Great Plains,MAN-MADE,3254.786468,57.0480206,492.49,7.5,7/5/07,2,8.5,1320,3788.36,5.71,7.02,6.55,0.022,0.005,0.651,75,182.612,0.005,228.362,93.31,34.48,131.5,6.478,8,13.194,8.08,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/5/07,3.132222222,0.03,7.04,9,25.15333333,23.83,26.23,9,7.965555556,4.8,9.12,9,8.284444444,7.98,8.37,9,1310.4,992.6,1353,9,NLA2007_Profile_20091008.csv,7/5/07,1,NA,,NLA2007_Secchi_20091008.csv,7/5/07,3293823.266,26,5710751.155,35,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/5/07,NA,NA,NA,NA,229.0319032,5,NA,NA,NA,NA,NA,NA,70.3168124,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.2,0,0.2,2.6,0.3,0.1,0,3,0.1,0.1,0.6,0.1,0.8,6.2,59.5,0,30,30,0.1,0.1,0.2,0.001798644,73.6,0,73.6,2.1,0.4,0.4,0.3,3.2,0.1,7.8,3.7,0.4,11.9,0.1,10.4,0,0.9,0.9,0,0,0,1.096111974
NLA06608-4064,NA,NA,1,P,PROB_Lake,-102.875142,36.84862392,7/31/07,Carl Etling Lake,Oklahoma,3.451225091,SPL,26,Southwestern Tablelands,MAN-MADE,63.57873824,4.611048554,1310.41,3.3,7/31/07,1.5,8.33,857.1,3711.59,4.49,7.52,7.05,0.011,0.005,0.77,47,20.748,0.005,228.569,55.61,44.2,48.53,11.42,9,0.456,10.187,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/31/07,1.525,0.2,3,4,25.8775,24.92,26.53,4,4.08,0.46,5.63,4,7.6625,7.32,7.8,4,858.075,855.9,863.1,4,NLA2007_Profile_20091008.csv,7/31/07,0.9,NA,,NLA2007_Secchi_20091008.csv,7/31/07,6402611.202,12,22462222.23,24,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/31/07,NA,NA,NA,NA,861.8832148,7,NA,NA,NA,NA,NA,NA,467.1045395,5,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.4,0,0.4,0.4,0,0,0,0.4,0,0,0,0,0,15.2,83.5,0,0.1,0.1,0.2,0.1,0.3,0.001798644,30.3,0,30.3,2.2,0,0,0,2.2,0,0,0,0,0,28.9,28.7,0,0,0,6.7,3.2,9.9,0.734499586
NLA06608-4206,NA,NA,1,P,PROB_Lake,-97.41304704,35.92127588,9/19/07,Dolese,Oklahoma,14.15104596,SPL,27,Central Great Plains,MAN-MADE,11.35188495,1.58843641,275.37,5.3,9/19/07,1,8.11,8300,2329.89,7.74,7.25,6.73,0.021,0.005,1.627,61,2402.311,0.005,60.549,87.29,54.47,1443,7.291,9,9.471,66.96,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/19/07,2.6125,0.1,5.3,8,24.52375,24.09,25.11,8,5.33375,0.85,7.71,8,7.7025,7.34,8.03,8,8426.5,8423,8434,8,NLA2007_Profile_20091008.csv,9/19/07,0.62,NA,,NLA2007_Secchi_20091008.csv,9/19/07,249696.1762,12,1700078.867,20,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/19/07,NA,NA,NA,NA,23539.39006,2,NA,NA,NA,NA,NA,NA,3.139143411,1,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,54.6,0,54.6,3.9,1.8,0,0,5.7,2.1,11.4,0,0,11.4,0,17.5,0,8.9,8.9,0,0,0,0.001798644,58.8,0,58.8,0,2.8,0.8,0,3.6,8.1,16.4,0,0,16.4,0,12.1,0,0,0,0,1,1,1.277964182
NLA06608-4320,NA,NA,1,P,PROB_Lake,-96.85512233,36.74858993,9/5/07,Kaw Lake,Oklahoma,3.800212608,SPL,27,Central Great Plains,MAN-MADE,6564.375353,187.3657213,308.58,15.5,9/5/07,1.5,7.73,640.7,2841.92,11.2,4.31,4.34,0.037,0.516,1.871,177,80.846,0.47,42.379,45.76,8.816,48.29,7.938,20,6.042,2.504,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/10/07,7.982352941,0.1,15.5,17,27.29823529,27.19,27.41,17,4.021176471,0.23,4.61,17,7.683529412,7.19,7.75,17,649.5176471,634.3,675.7,17,NLA2007_Profile_20091008.csv,9/10/07,0.8,NA,,NLA2007_Secchi_20091008.csv,9/5/07,1520831.205,9,77587555.56,18,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/10/07,NA,NA,NA,NA,21.09504372,7,NA,NA,NA,NA,NA,NA,1907.699212,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.8,0,0.8,2.7,0.8,0.2,0.1,3.8,0.6,1.5,7.6,0.2,9.3,7.2,49.3,1,26.9,27.9,0.7,0.4,1.1,0.001798644,74.8,0,74.8,1.3,0.4,0.1,0,1.8,0,6.4,0,0,6.4,0.3,4.3,0.2,0.6,0.8,4.4,7.2,11.6,0.484569548
NLA06608-4382,NA,NA,1,P,PROB_Lake,-97.77308405,34.72903354,9/10/07,Rush Creek Site 17 Reservoir,Oklahoma,14.15104596,SPL,27,Central Great Plains,MAN-MADE,14.49210426,3.049535498,354.89,4.9,9/10/07,1.5,7.86,302.4,2583.63,10.5,5.73,5.72,0.036,0.005,0.571,35,11.347,0.005,3.276,31.56,12.96,6.058,3.313,18,6.781,12.08,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/10/07,2.164285714,0.1,4.89,7,24.99571429,20.28,27.02,7,2.884285714,0.16,6.09,7,7.452857143,6.94,7.82,7,280.5714286,227.8,337.4,7,NLA2007_Profile_20091008.csv,9/10/07,0.75,NA,,NLA2007_Secchi_20091008.csv,9/10/07,133813.7697,21,355054.5495,31,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/10/07,NA,NA,NA,NA,408.5071958,7,NA,NA,NA,NA,NA,NA,716.5618025,10,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,1.9,0,1.9,1.7,0,0,0,1.7,0,25.4,0,0,25.4,0.1,66,0,4.9,4.9,0,0,0,0.001798644,12,0,12,0,0,0,0,0,0,47.8,0,0,47.8,0,40.2,0,0,0,0,0,0,0.081486012
NLA06608-4382,NLA12_OK-132,7739,1,NA,PROB,-97.77302237,34.72904176,8/7/12,Rush Creek,Oklahoma,114.9509783,SPL,29,NA,MAN_MADE,14.49195965,3.049528737,354.89,NA,8/7/12,NA,8.38,339,2400,7.27,NA,8.42,0.1,0.05,0.87,5,31.9,0.05,10,17.9,21.2,18.4,4.65,23,4.43,3.76,10,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/7/12,0.6,0,1.5,5,29.862,28.91,30.15,5,6.766,4.02,7.53,5,8.584,8.39,8.66,5,381,380,385,5,nla2012_wide_profile_08232016.csv,8/7/12,1.59,1.58,,nla2012_secchi_08232016.csv,8/7/12,1823191690,54,NA,NA,726.7407,27,nla2012_phytoplankton_wide_count_02122014.csv,8/7/12,140137,17,53586,17,94150,13,54441,13,19648,9,35723,9,32721,8,54067,8,nla2012_zoopcnt_04032014.csv,1.9,0,1.9,1.7,0,0,0,1.7,0,25.4,0,0,25.4,0.1,66,0,4.9,4.9,0,0,0,0.001798644,12,0,12,0,0,0,0,0,0,47.8,0,0,47.8,0,40.2,0,0,0,0,0,0,0.081486012
NLA06608-4413,NA,NA,1,P,PROB_Lake,-71.76906052,41.92028511,7/18/07,Bowdish Reservoir,Rhode Island,1.377002681,NAP,59,Northeastern Coastal Zone,MAN-MADE,82.1345025,7.215776068,172.77,2.5,7/18/07,2,6.37,90.21,32.5,1.05,3.61,3.63,0.011,0.005,0.251,8,20.098,0.005,4.894,1.952,0.415,11.24,0.508,7,0.09,2.56,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/18/07,0.833333333,0,1.5,3,25.9,25.9,25.9,3,7.706666667,7.68,7.73,3,6.223333333,6.22,6.23,3,92,92,92,3,NLA2007_Profile_20091008.csv,7/18/07,2.7,NA,,NLA2007_Secchi_20091008.csv,7/18/07,1468066.589,25,4288541.067,39,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/18/07,NA,NA,NA,NA,11982.72664,4,NA,NA,NA,NA,NA,NA,3233.800658,12,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,16.2,0,16.2,5.3,2.1,0.8,0.1,8.3,0,55.7,4.4,3.3,63.4,0,0,1.6,0.2,1.8,10.2,0.1,10.3,0.001798644,51.3,0,51.3,4.5,4.3,3.2,0.5,12.5,0,28.1,3.2,2.2,33.5,0,0,1,0,1,1.6,0,1.6,0.141188198
NLA06608-4414,NA,NA,1,P,PROB_Lake,-95.16322141,34.8862297,8/29/07,Spring Creek Lake,Oklahoma,16.91531939,SAP,37,Arkansas Valley,MAN-MADE,35.89026521,3.691703532,185.13,3.3,8/29/07,1.5,7.44,94.85,733.23,5.3,4.6,4.31,0.005,0.005,0.48,38,1.951,0.005,5.443,10.07,2.57,3.577,1.314,20,10.871,12.1,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/29/07,1.525,0.1,3,4,28.7925,26.3,30.73,4,4.935,0.2,9.1,4,7.6025,6.62,8.28,4,113.925,89.9,184.7,4,NLA2007_Profile_20091008.csv,8/29/07,0.88,NA,,NLA2007_Secchi_20091008.csv,8/29/07,2991800.349,13,14572698.41,30,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/29/07,NA,NA,NA,NA,2689.450653,13,NA,NA,NA,NA,NA,NA,534.9100372,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.7,0,0.7,1.2,0,0,0,1.2,0,61.1,9.5,12.6,83.2,0.5,7.7,6.7,0,6.7,0.1,0,0.1,0.001798644,14.3,0,14.3,5.1,0,0,0,5.1,0,22.3,6.5,22,50.8,1,4.7,22,0,22,2.1,0,2.1,0.194705135
NLA06608-4440,NA,NA,1,P,PROB_Lake,-97.03497789,36.73591623,9/4/07,Lake Ponca,Oklahoma,3.800212608,SPL,27,Central Great Plains,MAN-MADE,185.1287613,14.13141775,300.36,9.6,9/4/07,1.5,8.37,262.4,2291.99,7.32,5.74,5.33,0.02,0.005,0.803,38,7.426,0.005,9.849,29.1,6.24,11.05,3.987,16,8.923,34.2,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/4/07,4.981818182,0.2,9.5,11,23.89727273,15.86,28,11,4.121818182,0.14,9.61,11,7.921818182,7.11,8.72,11,288.5272727,256.9,361.3,11,NLA2007_Profile_20091008.csv,9/4/07,0.83,NA,,NLA2007_Secchi_20091008.csv,9/4/07,806987.789,24,3776625.11,36,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/4/07,NA,NA,NA,NA,150.6788837,5,NA,NA,NA,NA,NA,NA,53.13413268,9,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,5.5,0,5.5,5.2,1.9,0.2,0,7.3,0,2.9,0,0,2.9,0.8,41.3,4.8,33.8,38.6,3.4,0.3,3.7,0.001798644,50,0,50,10.4,1.7,0.1,0,12.2,0,7,0.1,0,7.1,1.2,19.2,1.8,0,1.8,8.2,0.2,8.4,0.596001044
NLA06608-4472,NLA12_OK-105,7023,1,NA,PROB,-97.67805883,35.49939033,7/9/12,Lake Overholser,Oklahoma,2.684319352,SPL,27,NA,MAN_MADE,637.1498901,11.38346788,378.73,NA,7/9/12,NA,8.12,1160,3860,51.1,NA,3.63,0.1,0.05,1.11,344,152,0.05,221,75.2,34.9,119,9.16,56,9.54,33.9,71,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/9/12,0.6,0,1.5,5,28.3,28.3,28.3,5,6.3,6.2,6.4,5,8.38,8.3,8.4,5,1267,1267,1267,5,nla2012_wide_profile_08232016.csv,7/9/12,0.275,0.25,,nla2012_secchi_08232016.csv,7/9/12,3442033383,53,NA,NA,8059.941,30,nla2012_phytoplankton_wide_count_02122014.csv,7/9/12,132092,15,71167,15,85634,13,53101,13,21732,7,29405,7,9794,7,21167,7,nla2012_zoopcnt_04032014.csv,0.3,0,0.3,2.7,0.4,0.1,0,3.2,0.1,0.2,0.8,0.1,1.1,5.9,57.9,0,31.2,31.2,0.1,0.1,0.2,0.001798644,73.5,0,73.5,10,6.5,1.6,0.2,18.3,0,1.4,0,0,1.4,0,6.7,0,0.1,0.1,0,0,0,0.40734918
NLA06608-4472,NA,NA,1,P,PROB_Lake,-97.67930222,35.49774222,8/7/07,Lake Overholser,Oklahoma,3.800212608,SPL,27,Central Great Plains,MAN-MADE,637.1497626,11.3834759,378.73,3,8/7/07,0.5,8.67,658.3,2993,35.1,5.19,4.69,0.005,0.005,0.816,282,61.624,0.005,87.099,53.33,15.93,52.38,6.501,10,1.345,29.4,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/7/07,1.533333333,0.1,3,6,28.49833333,28.45,28.55,6,7.575,7.48,7.66,6,8.428333333,8.42,8.45,6,666.1,665.5,666.4,6,NLA2007_Profile_20091008.csv,8/7/07,0.3,NA,,NLA2007_Secchi_20091008.csv,8/7/07,889922.2707,14,20544395.06,30,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/7/07,NA,NA,NA,NA,36.16293209,3,NA,NA,NA,NA,NA,NA,467.1045395,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.3,0,0.3,2.7,0.4,0.1,0,3.2,0.1,0.2,0.8,0.1,1.1,5.9,57.9,0,31.2,31.2,0.1,0.1,0.2,0.001798644,73.5,0,73.5,10,6.5,1.6,0.2,18.3,0,1.4,0,0,1.4,0,6.7,0,0.1,0.1,0,0,0,0.40734918
NLA06608-4504,NLA12_OK-120,6668,1,NA,PROB,-96.04758798,36.82300133,6/19/12,Hudson Lake,Oklahoma,2.684319352,SPL,29,NA,MAN_MADE,103.4516931,10.05283275,230.56,NA,6/19/12,NA,7.11,179,1340,7.35,NA,6.64,0.1,0.05,0.65,30,10,0.05,10.8,24.1,4.99,10.2,1.66,40,3.52,11.4,10,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,6/19/12,2.5625,0,5.5,8,26.825,23.1,27.5,8,6.525,5.8,6.9,8,7.525,7.4,7.7,8,189.625,188,191,8,nla2012_wide_profile_08232016.csv,6/19/12,0.915,0.93,,nla2012_secchi_08232016.csv,6/19/12,2578207964,36,NA,NA,31221.0724,20,nla2012_phytoplankton_wide_count_02122014.csv,6/19/12,127067,15,59555,15,93903,19,37729,19,27832,10,59936,10,15444,8,24023,8,nla2012_zoopcnt_04032014.csv,3.4,0,3.4,4.2,0,0,0,4.2,0,39.9,0.1,0,40,0,45.8,6.6,0,6.6,0,0,0,0.001798644,41.6,0,41.6,3.2,0,0,0,3.2,0,42.5,0.7,0,43.2,0,12.1,0,0,0,0,0,0,0.193537325
NLA06608-4504,NA,NA,1,P,PROB_Lake,-96.04132091,36.81228138,6/5/07,Hudson Lake,Oklahoma,3.800212608,SPL,29,Cross Timbers,MAN-MADE,103.4514681,10.05281402,230.56,6,6/5/07,1.5,7.42,141.9,976.71,4.32,8.51,7.8,0.023,0.005,0.68,32,5.677,0.005,7.678,14.41,3.251,3.924,1.997,42,1.141,18.514,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,6/5/07,3.007692308,0.1,6,13,23.61461538,19.81,25.22,13,4.436153846,0.27,7.24,13,7,6.57,7.4,13,92.88461538,89.8,105.8,13,NLA2007_Profile_20091008.csv,6/5/07,0.88,NA,,NLA2007_Secchi_20091008.csv,6/5/07,398306.458,17,917265.7506,22,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,6/5/07,NA,NA,NA,NA,2087.299063,10,NA,NA,NA,NA,NA,NA,2402.930911,9,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,3.4,0,3.4,4.2,0,0,0,4.2,0,39.9,0.1,0,40,0,45.8,6.6,0,6.6,0,0,0,0.001798644,41.6,0,41.6,3.2,0,0,0,3.2,0,42.5,0.7,0,43.2,0,12.1,0,0,0,0,0,0,0.193537325
NLA06608-4610,NA,NA,1,P,PROB_Lake,-96.98139727,34.48858411,7/24/07,Veteran's Lake,Oklahoma,9.346499571,SPL,29,Cross Timbers,MAN-MADE,26.76322654,3.27684509,294.2,9.1,7/24/07,2,8.37,358,3662,2.01,5.48,5,0.013,0.005,0.426,22,3.391,0.005,6.575,68.22,3.085,2.458,2.623,16,10.792,5.383,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/24/07,4.44,0.1,8.4,10,20.991,12.97,28.54,10,2.071,0.26,6.1,10,7.72,7.29,8.31,10,330.06,300.2,349.3,10,NLA2007_Profile_20091008.csv,7/24/07,1.62,NA,,NLA2007_Secchi_20091008.csv,7/24/07,135162.8431,3,5089281.2,6,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/24/07,NA,NA,NA,NA,141.81542,10,NA,NA,NA,NA,NA,NA,12.40884925,3,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,3.4,0,3.4,9.8,0.9,0.1,0,10.8,0,34.1,4.4,0,38.5,0,42.7,4.6,0,4.6,0,0,0,0.001798644,30.7,0,30.7,14.4,0,0,0,14.4,0,24.9,14.9,0,39.8,0,15.1,0,0,0,0,0,0,0.063545644
NLA06608-4643,NA,NA,1,P,PROB_Lake,-96.19116581,36.5147867,8/21/07,Birch Lake,Oklahoma,3.800212608,SPL,29,Cross Timbers,MAN-MADE,449.4690118,40.64363142,217.06,8.8,8/21/07,2,7.15,156.2,895.82,4.67,8.23,8.1,0.017,0.005,0.557,19,14.537,0.005,6.995,14.78,4.268,7.096,2.349,25,5.3,13.834,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/21/07,4.1,0.2,8.6,11,28.30272727,24.22,29.13,11,4.764545455,0.15,5.98,11,7.264545455,6.76,7.42,11,161.5,153.6,163.3,11,NLA2007_Profile_20091008.csv,8/21/07,1.15,NA,,NLA2007_Secchi_20091008.csv,8/21/07,2037049.441,9,29499259.26,17,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/21/07,NA,NA,NA,NA,124.0884925,11,NA,NA,NA,NA,NA,NA,691.8655186,7,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,2.8,0,2.8,5.7,0.2,0.1,0,6,0,36.9,0,0,36.9,0,47.5,6.5,0.4,6.9,0,0,0,0.001798644,39.3,0,39.3,3.5,0.4,0.1,0,4,0,43.9,0,0,43.9,0,11.9,0.9,0,0.9,0,0,0,0.505214839
